transaction_id,date,product_id,category,unit_price,discount_pct,competitor_price,promotion_flag,quantity_sold,revenue,gross_profit
T022300,2025-07-04,P0127,Fashion,12019.13,2.54,12062.29,0,14,168267.82,85269.94
T020505,2025-07-04,P0226,Electronics,23087.07,4.14,25875.75,0,22,507915.54,253665.28
T042971,2025-07-04,P0378,Electronics,1497.86,17.28,1944.75,1,9,13480.74,3155.31
T088726,2025-07-04,P0149,Electronics,1593.52,3.37,1762.73,0,8,12748.16,5416.96
T013808,2025-07-04,P0312,Electronics,2886.8,2.72,3222.02,0,3,8660.4,3150.54
T047001,2025-07-04,P0308,Home & Kitchen,5984.12,5.02,5708.61,0,5,29920.6,10965.7
T078798,2025-07-04,P0272,Fashion,688.3,3.31,763.06,0,5,3441.5,863.5
T028300,2025-07-04,P0308,Home & Kitchen,5471.5,13.15,5946.39,1,8,43772.0,13444.16
T051817,2025-07-04,P0475,Beauty,6618.4,3.79,6647.47,0,2,13236.8,5332.54
T047248,2025-07-04,P0291,Electronics,7669.61,3.98,7862.58,0,9,69026.49,19367.1
T096838,2025-07-04,P0020,Home & Kitchen,11047.05,2.71,10580.64,0,10,110470.5,20693.1
T012229,2025-07-04,P0193,Sports,16696.46,1.68,18318.81,0,16,267143.36,112439.2
T054627,2025-07-04,P0074,Fashion,11083.07,6.99,11230.28,0,7,77581.49,24430.56
T033023,2025-07-04,P0213,Fashion,8964.44,6.39,10418.16,0,13,116537.72,40135.16
T054745,2025-07-04,P0224,Home & Kitchen,1026.62,5.76,1048.33,0,6,6159.72,935.1
T083475,2025-07-04,P0084,Electronics,528.75,5.76,545.59,0,1,528.75,201.38
T016235,2025-07-04,P0372,Electronics,714.81,6.67,788.58,1,5,3574.05,999.55
T030976,2025-07-04,P0198,Sports,10024.87,4.31,10783.81,0,15,150373.05,53730.0
T059391,2025-07-04,P0297,Fashion,8695.16,6.26,8650.34,0,7,60866.12,28312.97
T022254,2025-07-04,P0320,Home & Kitchen,12474.0,24.12,15401.26,1,21,261954.0,68898.9
T028585,2025-07-04,P0271,Fashion,4387.43,4.4,4671.13,0,9,39486.87,6950.88
T082527,2025-07-04,P0133,Electronics,12932.91,5.3,13802.37,0,9,116396.19,29037.42
T017085,2025-07-04,P0110,Electronics,8621.97,3.3,8780.79,0,7,60353.79,12733.21
T084761,2025-07-04,P0078,Electronics,8045.83,12.16,8961.76,1,12,96549.96,34993.8
T014026,2025-07-04,P0142,Home & Kitchen,19112.68,5.28,21128.26,0,18,344028.24,130062.42
T036415,2025-07-04,P0128,Sports,20456.37,1.52,21782.5,0,23,470496.51,225443.47
T099485,2025-07-04,P0446,Sports,1243.58,3.31,1209.75,0,6,7461.48,3597.96
T094519,2025-07-04,P0174,Electronics,4451.06,8.97,5051.1,1,1,4451.06,1120.96
T065531,2025-07-04,P0407,Home & Kitchen,12097.98,3.24,12639.42,0,14,169371.72,36779.96
T054971,2025-07-04,P0227,Sports,2538.59,2.89,2493.04,0,5,12692.95,4789.0
T003428,2025-07-04,P0064,Home & Kitchen,16877.01,1.54,17973.42,0,14,236278.14,75798.66
T059917,2025-07-04,P0423,Electronics,3391.35,6.4,3768.97,0,4,13565.4,4799.12
T034103,2025-07-04,P0346,Beauty,13363.33,6.57,14490.66,1,15,200449.95,90943.5
T009344,2025-07-04,P0047,Home & Kitchen,18568.56,3.46,20433.38,0,27,501351.12,228493.17
T091676,2025-07-04,P0481,Beauty,9012.08,3.0,8781.21,0,6,54072.48,24426.96
T066482,2025-07-04,P0255,Electronics,12427.52,9.47,13583.18,1,18,223695.36,45614.52
T055015,2025-07-04,P0149,Electronics,1605.65,2.64,1800.56,0,4,6422.6,2757.0
T029252,2025-07-04,P0451,Fashion,16097.96,2.89,17619.43,0,19,305861.24,154552.65
T054222,2025-07-04,P0094,Beauty,2460.28,4.99,2577.39,0,4,9841.12,4583.32
T040943,2025-07-04,P0325,Sports,16175.42,0.85,15631.04,0,15,242631.3,107236.95
T082671,2025-07-04,P0119,Sports,14571.71,4.64,15899.47,0,13,189432.23,72207.85
T036553,2025-07-04,P0334,Electronics,1905.17,0.45,1735.46,0,3,5715.51,1615.65
T032367,2025-07-04,P0080,Electronics,9857.84,21.89,11779.14,1,18,177441.12,46042.02
T075092,2025-07-04,P0341,Beauty,19049.29,0.46,19081.17,0,9,171443.61,72727.29
T096779,2025-07-04,P0224,Home & Kitchen,1067.8,1.98,1167.31,0,5,5339.0,985.15
T057802,2025-07-04,P0177,Fashion,14576.48,0.09,14145.78,0,13,189494.24,51107.55
T045755,2025-07-04,P0196,Home & Kitchen,9655.44,1.6,9978.49,0,9,86898.96,29626.11
T052188,2025-07-04,P0175,Fashion,12215.78,4.88,12565.77,0,15,183236.7,75445.5
T014828,2025-07-04,P0093,Fashion,12123.32,7.98,14320.02,0,10,121233.2,57241.0
T004790,2025-07-04,P0441,Electronics,13628.05,12.17,15138.81,1,25,340701.25,108642.0
T012425,2025-07-04,P0390,Fashion,13996.07,5.05,13903.74,0,14,195944.98,81935.84
T039443,2025-07-04,P0500,Sports,15611.8,3.67,17118.98,0,13,202953.4,91764.27
T095700,2025-07-04,P0269,Home & Kitchen,17798.1,7.41,17999.09,0,17,302567.7,134632.35
T056213,2025-07-04,P0390,Fashion,13754.48,6.69,14094.42,0,14,192562.72,78553.58
T090208,2025-07-04,P0392,Home & Kitchen,2219.98,5.48,2400.76,0,3,6659.94,1399.83
T094517,2025-07-04,P0470,Sports,12670.21,6.97,13258.01,1,17,215393.57,92362.02
T079563,2025-07-04,P0378,Electronics,1714.63,5.31,1776.94,0,3,5143.89,1702.08
T059632,2025-07-04,P0301,Electronics,2548.76,6.71,2669.91,0,6,15292.56,2335.08
T096246,2025-07-04,P0314,Sports,14238.87,6.3,14185.97,0,13,185105.31,34697.0
T077375,2025-07-04,P0119,Sports,15172.89,0.71,16365.68,0,16,242766.24,98490.08
T052015,2025-07-04,P0193,Sports,15652.2,7.83,15406.81,0,15,234783.0,89747.85
T097030,2025-07-04,P0184,Sports,12354.34,3.21,13419.6,0,15,185315.1,33776.7
T096357,2025-07-04,P0194,Fashion,11355.25,6.93,13059.7,1,9,102197.25,33181.65
T004124,2025-07-04,P0243,Sports,2834.25,0.12,3096.29,0,5,14171.25,3287.85
T046201,2025-07-04,P0198,Sports,8294.86,20.82,11345.09,1,26,215666.36,48151.74
T021597,2025-07-04,P0309,Fashion,18784.13,1.92,17914.91,0,15,281761.95,129851.25
T052037,2025-07-04,P0022,Electronics,9242.33,11.18,9847.96,1,19,175604.27,80417.31
T069898,2025-07-04,P0091,Electronics,15904.78,0.52,16574.98,0,15,238571.7,95424.3
T058858,2025-07-04,P0318,Electronics,18118.9,4.57,19974.28,0,19,344259.1,147968.01
T063031,2025-07-04,P0465,Sports,6887.68,19.41,8565.29,1,20,137753.6,35104.4
T084723,2025-07-04,P0492,Beauty,17558.32,1.82,19527.97,0,12,210699.84,73918.68
T056674,2025-07-04,P0271,Fashion,4463.55,2.74,4540.54,0,7,31244.85,5939.08
T089753,2025-07-04,P0202,Electronics,19912.16,7.18,23261.79,0,27,537628.32,214785.81
T059774,2025-07-04,P0057,Electronics,13857.37,0.9,15372.18,0,15,207860.55,56453.25
T054937,2025-07-04,P0086,Home & Kitchen,436.13,4.43,473.39,0,1,436.13,74.66
T046103,2025-07-04,P0255,Electronics,12850.64,6.38,13338.44,0,10,128506.4,29572.6
T009447,2025-07-04,P0439,Fashion,15263.98,2.23,14298.48,0,14,213695.72,106504.02
T086849,2025-07-04,P0406,Sports,9566.19,18.53,11331.72,1,20,191323.8,45514.4
T066166,2025-07-04,P0231,Fashion,12898.16,4.23,13115.21,0,11,141879.76,24949.76
T005818,2025-07-04,P0308,Home & Kitchen,5997.67,4.8,5709.06,0,5,29988.35,11033.45
T039599,2025-07-04,P0113,Sports,2671.09,0.71,2733.22,0,4,10684.36,3843.92
T093872,2025-07-04,P0219,Fashion,15650.78,7.06,15850.08,0,11,172158.58,74236.69
T043427,2025-07-04,P0283,Home & Kitchen,17461.16,4.17,16707.47,0,8,139689.28,65125.12
T039570,2025-07-04,P0492,Beauty,17440.32,2.48,16125.41,0,21,366246.72,126879.69
T021407,2025-07-04,P0287,Beauty,1991.49,6.6,2321.33,0,5,9957.45,4087.85
T047743,2025-07-04,P0466,Home & Kitchen,1439.39,5.8,1561.74,0,5,7196.95,1652.7
T048671,2025-07-04,P0379,Fashion,10623.7,0.66,11729.36,0,9,95613.3,36657.63
T017617,2025-07-04,P0191,Electronics,16754.86,1.24,15652.38,0,17,284832.62,89331.6
T018730,2025-07-04,P0322,Fashion,5699.87,0.32,5540.46,0,8,45598.96,14000.24
T018600,2025-07-04,P0259,Beauty,10550.95,2.05,11642.9,0,13,137162.35,48667.06
T064977,2025-07-04,P0157,Fashion,6302.17,20.52,8495.66,1,16,100834.72,33066.24
T077855,2025-07-04,P0332,Fashion,3579.06,2.48,3880.85,0,4,14316.24,5663.52
T068295,2025-07-04,P0233,Beauty,19197.08,7.52,19701.9,0,14,268759.12,116072.18
T011415,2025-07-04,P0488,Home & Kitchen,14653.72,4.2,14894.53,0,13,190498.36,84784.05
T005469,2025-07-04,P0079,Home & Kitchen,11672.86,22.77,14936.98,1,17,198438.62,53128.91
T080166,2025-07-04,P0083,Home & Kitchen,1987.83,6.49,2294.6,0,6,11926.98,4667.88
T030196,2025-07-04,P0168,Electronics,1091.0,22.69,1370.67,1,7,7637.0,1843.24
T037588,2025-07-04,P0339,Beauty,15230.33,1.43,14963.42,0,14,213224.62,78509.2
T053651,2025-07-04,P0271,Fashion,4342.29,5.38,4446.75,0,10,43422.9,7271.8
T052498,2025-07-04,P0068,Fashion,13052.47,3.14,12297.55,0,7,91367.29,45054.17
T060975,2025-07-04,P0051,Sports,7592.82,2.87,8086.01,0,6,45556.92,18915.12
T090695,2025-07-04,P0443,Home & Kitchen,13400.57,3.84,14311.25,0,14,187607.98,94415.3
T014698,2025-07-04,P0385,Fashion,23774.48,3.08,24348.1,0,20,475489.6,240762.4
T088408,2025-07-04,P0368,Sports,15140.28,7.72,16904.94,1,22,333086.16,133651.98
T077738,2025-07-04,P0206,Electronics,12201.81,6.77,13212.51,0,12,146421.72,37820.52
T058077,2025-07-04,P0306,Sports,9093.32,0.48,9970.43,0,7,63653.24,18389.98
T001777,2025-07-04,P0257,Sports,18850.6,0.81,17519.47,0,16,301609.6,126700.64
T072424,2025-07-04,P0214,Electronics,1231.26,1.99,1187.09,0,3,3693.78,1236.15
T034782,2025-07-04,P0093,Fashion,10719.06,18.64,13533.31,1,28,300133.68,120955.52
T071085,2025-07-04,P0256,Beauty,5251.91,7.97,5760.87,0,9,47267.19,20493.0
T027257,2025-07-04,P0436,Fashion,14975.78,17.89,19848.4,1,22,329467.16,75562.3
T027242,2025-07-04,P0089,Sports,17199.97,1.76,15808.41,0,15,257999.55,111795.6
T003056,2025-07-04,P0350,Beauty,3524.38,6.76,3444.59,0,5,17621.9,2927.8
T044430,2025-07-04,P0082,Beauty,1957.48,4.03,2163.32,0,5,9787.4,3845.3
T008791,2025-07-04,P0016,Electronics,10565.45,0.92,11661.07,0,13,137350.85,61801.74
T044619,2025-07-04,P0068,Fashion,12742.18,5.45,13857.55,0,17,216617.06,104142.34
T066594,2025-07-04,P0111,Home & Kitchen,11500.08,4.42,12656.04,0,14,161001.12,79289.28
T048887,2025-07-04,P0317,Home & Kitchen,14477.31,5.56,15479.4,0,18,260591.58,63645.66
T077859,2025-07-04,P0261,Beauty,4085.2,22.65,5701.5,1,13,53107.6,9861.15
T042244,2025-07-04,P0418,Home & Kitchen,11876.81,0.9,12976.13,0,10,118768.1,60756.7
T044418,2025-07-04,P0037,Home & Kitchen,12448.72,1.57,12427.68,0,8,99589.76,29778.8
T080127,2025-07-04,P0417,Home & Kitchen,4353.24,19.85,5011.98,1,10,43532.4,2037.4
T003952,2025-07-04,P0049,Beauty,16937.56,5.65,18488.26,0,13,220188.28,99032.7
T062042,2025-07-04,P0345,Home & Kitchen,388.4,18.99,475.16,1,10,3884.0,739.9
T041937,2025-07-04,P0378,Electronics,1783.95,1.49,1705.41,0,5,8919.75,3183.4
T062337,2025-07-04,P0442,Sports,7814.44,0.14,7615.11,0,12,93773.28,19293.0
T037284,2025-07-04,P0426,Beauty,7851.39,7.75,9045.46,0,16,125622.24,58612.96
T029986,2025-07-04,P0311,Home & Kitchen,4447.91,1.06,4723.35,0,6,26687.46,8737.68
T011339,2025-07-04,P0189,Beauty,9329.69,3.64,10188.13,0,10,93296.9,45358.3
T064258,2025-07-04,P0498,Electronics,7995.83,2.95,8418.45,0,10,79958.3,14537.4
T094009,2025-07-04,P0302,Beauty,10102.79,0.84,9237.42,0,9,90925.11,38887.92
T081517,2025-07-04,P0251,Home & Kitchen,22382.24,0.68,23058.02,0,13,290969.12,140853.05
T006655,2025-07-04,P0035,Sports,8732.82,7.43,9530.41,0,10,87328.2,36914.2
T053451,2025-07-04,P0043,Electronics,3086.33,24.54,4319.36,1,10,30863.3,-1472.2
T070971,2025-07-04,P0079,Home & Kitchen,15106.96,0.05,14554.79,0,11,166176.56,72152.63
T021075,2025-07-04,P0254,Home & Kitchen,705.76,1.65,678.69,0,4,2823.04,1382.24
T073485,2025-07-04,P0403,Beauty,8362.51,18.39,10570.91,1,15,125437.65,35925.75
T044308,2025-07-04,P0431,Electronics,3843.89,0.73,3919.64,0,4,15375.56,3853.28
T098982,2025-07-04,P0341,Beauty,19097.43,0.21,17384.75,0,13,248266.59,105676.35
T058079,2025-07-04,P0215,Fashion,17708.08,1.1,16369.36,0,18,318745.44,133873.56
T074153,2025-07-04,P0260,Electronics,15315.18,0.16,15819.15,0,11,168466.98,67787.94
T086417,2025-07-04,P0131,Home & Kitchen,9054.72,9.15,9813.52,1,17,153930.24,68378.08
T030238,2025-07-04,P0461,Electronics,8516.78,13.54,10126.94,1,12,102201.36,14100.84
T004727,2025-07-04,P0001,Home & Kitchen,6676.25,3.13,6560.51,0,4,26705.0,9786.48
T098779,2025-07-04,P0098,Home & Kitchen,12218.93,3.32,11721.94,0,10,122189.3,30382.1
T094612,2025-07-04,P0462,Fashion,14102.59,0.06,12897.35,0,10,141025.9,64018.7
T050736,2025-07-04,P0419,Fashion,14461.7,3.08,16127.55,0,9,130155.3,49082.67
T044587,2025-07-04,P0087,Fashion,2465.68,6.4,2455.98,1,10,24656.8,9594.8
T014610,2025-07-04,P0285,Beauty,11155.98,7.28,12409.52,0,15,167339.7,79727.55
T049006,2025-07-04,P0485,Beauty,10752.26,1.64,10842.58,0,11,118274.86,58086.27
T064924,2025-07-04,P0105,Sports,1562.46,6.95,1778.87,0,2,3124.92,1317.58
T062899,2025-07-05,P0167,Home & Kitchen,17199.12,4.93,17433.28,0,19,326783.28,118714.85
T054204,2025-07-05,P0340,Electronics,6665.39,7.31,6825.75,0,11,73319.29,32159.82
T022435,2025-07-05,P0261,Beauty,4970.61,5.88,5311.09,0,4,19882.44,6575.84
T055581,2025-07-05,P0444,Home & Kitchen,10619.17,7.62,11363.33,0,17,180525.89,73192.14
T041916,2025-07-05,P0449,Home & Kitchen,10138.47,22.37,14104.8,1,18,182492.46,51211.8
T019505,2025-07-05,P0245,Electronics,4240.08,5.01,4876.05,0,5,21200.4,5737.05
T065519,2025-07-05,P0187,Fashion,2941.19,2.31,2817.43,0,4,11764.76,4932.92
T096060,2025-07-05,P0490,Sports,8151.55,17.27,10785.03,1,17,138576.35,44083.89
T081691,2025-07-05,P0280,Fashion,16295.9,0.95,17923.53,0,10,162959.0,69769.1
T052543,2025-07-05,P0232,Beauty,11509.15,3.24,11347.15,0,12,138109.8,62052.36
T012393,2025-07-05,P0169,Electronics,2016.56,8.99,2027.44,1,5,10082.8,2178.95
T019849,2025-07-05,P0337,Sports,8962.23,5.72,8579.61,0,10,89622.3,24570.8
T017041,2025-07-05,P0338,Fashion,669.87,3.49,637.68,0,6,4019.22,965.34
T087195,2025-07-05,P0424,Beauty,686.08,6.38,703.17,0,3,2058.24,426.0
T097517,2025-07-05,P0035,Sports,9344.71,0.94,8823.58,0,13,121481.23,55943.03
T006244,2025-07-05,P0478,Beauty,522.75,7.07,548.87,0,1,522.75,117.09
T043464,2025-07-05,P0498,Electronics,8141.82,1.18,7621.44,0,6,48850.92,9598.38
T014263,2025-07-05,P0131,Home & Kitchen,9222.76,7.47,10499.76,0,10,92227.6,41902.8
T029536,2025-07-05,P0072,Electronics,17015.45,2.43,17221.39,0,17,289262.65,94166.23
T023637,2025-07-05,P0158,Fashion,12582.97,0.58,12094.05,0,16,201327.52,98712.0
T055798,2025-07-05,P0361,Home & Kitchen,22656.49,0.17,24388.74,0,30,679694.7,328575.0
T044454,2025-07-05,P0496,Home & Kitchen,14038.09,3.21,13569.27,0,18,252685.62,119759.22
T029113,2025-07-05,P0322,Fashion,5386.4,5.81,5908.59,0,11,59250.4,15802.16
T062657,2025-07-05,P0032,Electronics,17582.24,4.56,19491.02,0,23,404391.52,178160.3
T040752,2025-07-05,P0451,Fashion,16095.91,2.9,15361.21,0,20,321918.2,162646.0
T004742,2025-07-05,P0119,Sports,13644.05,10.71,16746.19,1,24,327457.2,111042.96
T053227,2025-07-05,P0084,Electronics,526.38,6.18,615.83,0,4,2105.52,796.04
T047854,2025-07-05,P0457,Electronics,18497.61,2.93,19199.59,0,14,258966.54,117830.02
T065052,2025-07-05,P0253,Sports,18271.87,15.84,20190.89,1,27,493340.49,207541.71
T063690,2025-07-05,P0081,Sports,8747.8,2.08,9714.03,0,9,78730.2,27625.77
T055543,2025-07-05,P0339,Beauty,15095.28,2.31,14787.44,0,18,271715.04,98509.5
T037490,2025-07-05,P0295,Electronics,1694.78,9.57,1960.89,1,7,11863.46,4388.65
T042684,2025-07-05,P0471,Electronics,12502.78,0.23,11583.35,0,12,150033.36,65083.56
T040803,2025-07-05,P0469,Electronics,8370.18,12.31,8766.21,1,8,66961.44,26651.52
T004562,2025-07-05,P0086,Home & Kitchen,448.48,1.72,461.12,0,3,1345.44,261.03
T025071,2025-07-05,P0279,Fashion,3143.34,11.16,3776.03,1,1,3143.34,810.42
T088700,2025-07-05,P0164,Beauty,9868.39,17.54,12571.67,1,25,246709.75,29910.5
T043506,2025-07-05,P0448,Fashion,12242.18,3.29,13784.6,0,14,171390.52,67896.78
T019359,2025-07-05,P0447,Sports,7218.39,0.32,7307.84,0,6,43310.34,13745.16
T034105,2025-07-05,P0338,Fashion,663.77,4.37,684.84,0,8,5310.16,1238.32
T095273,2025-07-05,P0475,Beauty,6729.28,2.18,7448.5,0,8,53834.24,22217.2
T034406,2025-07-05,P0173,Beauty,16346.07,5.36,18802.65,0,14,228844.98,93934.26
T086345,2025-07-05,P0483,Beauty,4473.44,1.17,4164.73,0,5,22367.2,7138.75
T096287,2025-07-05,P0195,Home & Kitchen,4297.82,2.8,4308.23,0,4,17191.28,5867.32
T089764,2025-07-05,P0363,Beauty,15353.36,2.94,16723.86,0,17,261007.12,125233.05
T083004,2025-07-05,P0314,Sports,14331.96,5.69,15119.22,0,14,200647.44,38669.26
T060029,2025-07-05,P0483,Beauty,4243.29,6.26,4198.45,0,3,12729.87,3592.8
T058652,2025-07-05,P0345,Home & Kitchen,462.43,3.55,462.22,0,3,1387.29,444.06
T090786,2025-07-05,P0112,Electronics,6604.18,7.69,6650.78,0,8,52833.44,21150.24
T081982,2025-07-05,P0005,Electronics,12152.2,5.17,13556.73,0,14,170130.8,29869.56
T068926,2025-07-05,P0094,Beauty,2469.56,4.63,2436.42,0,5,12347.8,5775.55
T004529,2025-07-05,P0333,Electronics,4208.14,5.49,4647.05,0,3,12624.42,4574.52
T042266,2025-07-05,P0184,Sports,12678.74,0.67,11540.67,0,17,215538.58,43795.06
T039432,2025-07-05,P0197,Fashion,12541.68,3.03,12093.31,0,9,112875.12,47282.13
T090793,2025-07-05,P0281,Sports,14903.96,4.32,14636.52,0,10,149039.6,35205.7
T045600,2025-07-05,P0277,Fashion,13024.22,17.86,16868.4,1,27,351653.94,105460.38
T020844,2025-07-05,P0124,Electronics,10066.09,4.01,10284.99,0,12,120793.08,25909.56
T007500,2025-07-05,P0468,Sports,2181.26,5.38,2187.0,0,4,8725.04,2967.04
T016841,2025-07-05,P0332,Fashion,3410.59,7.07,3626.77,0,4,13642.36,4989.64
T090779,2025-07-05,P0351,Beauty,3112.54,8.88,3329.94,1,6,18675.24,5585.28
T071500,2025-07-05,P0074,Fashion,11811.32,0.88,12233.59,0,25,295283.0,105458.25
T029356,2025-07-05,P0430,Electronics,6341.85,1.82,5827.05,0,7,44392.95,9265.83
T019922,2025-07-05,P0239,Fashion,11835.5,6.82,11708.3,0,12,142026.0,65241.0
T060071,2025-07-05,P0408,Electronics,9222.1,7.79,9283.62,0,7,64554.7,23068.71
T022577,2025-07-05,P0495,Beauty,9244.1,1.01,10155.96,0,15,138661.5,67584.0
T061229,2025-07-05,P0094,Beauty,2445.8,5.55,2777.33,1,3,7337.4,3394.05
T086808,2025-07-05,P0085,Home & Kitchen,17921.34,5.27,20143.53,1,18,322584.12,113386.68
T080540,2025-07-05,P0388,Electronics,10693.93,15.85,13570.24,1,27,288736.11,21142.89
T086268,2025-07-05,P0103,Home & Kitchen,11384.12,15.71,13208.36,1,32,364291.84,112580.48
T031314,2025-07-05,P0476,Sports,7649.97,22.85,9754.27,1,13,99449.61,34854.69
T049488,2025-07-05,P0068,Fashion,13301.3,1.3,12703.63,0,17,226122.1,113647.38
T005871,2025-07-05,P0154,Beauty,5955.71,0.64,6158.53,0,9,53601.39,22292.73
T038411,2025-07-05,P0203,Electronics,12536.59,21.59,16585.8,1,20,250731.8,34731.8
T074635,2025-07-05,P0378,Electronics,1800.88,0.55,1764.58,0,6,10805.28,3921.66
T007459,2025-07-05,P0496,Home & Kitchen,13249.87,8.64,13445.12,1,20,264997.4,117301.4
T064417,2025-07-05,P0443,Home & Kitchen,13141.26,5.7,14376.8,0,16,210260.16,103754.24
T059976,2025-07-05,P0257,Sports,18871.29,0.7,20383.84,0,22,415168.38,174668.56
T048833,2025-07-05,P0213,Fashion,9120.86,4.75,9093.13,0,10,91208.6,32437.4
T027814,2025-07-05,P0451,Fashion,14445.56,12.86,17132.01,1,21,303356.76,136120.95
T053479,2025-07-05,P0439,Fashion,14531.18,6.92,15175.73,0,33,479528.94,226862.79
T049484,2025-07-05,P0051,Sports,7290.15,6.74,7801.75,0,10,72901.5,28498.5
T034414,2025-07-05,P0113,Sports,2663.21,1.0,2721.92,0,3,7989.63,2859.3
T075091,2025-07-05,P0351,Beauty,3318.33,2.85,3228.75,0,4,13273.32,4546.68
T077577,2025-07-05,P0490,Sports,9420.58,4.39,9983.16,0,12,113046.96,46346.4
T048179,2025-07-05,P0132,Electronics,13138.55,2.7,13492.92,0,14,183939.7,85976.1
T094161,2025-07-05,P0394,Fashion,11113.53,8.99,13200.04,1,29,322292.37,111784.56
T041878,2025-07-05,P0328,Beauty,15558.81,6.63,18253.34,0,13,202264.53,89624.6
T090684,2025-07-05,P0325,Sports,15281.21,6.33,16033.29,0,15,229218.15,93823.8
T069600,2025-07-05,P0338,Fashion,649.01,6.5,682.84,0,2,1298.02,280.06
T059997,2025-07-05,P0297,Fashion,8654.5,6.7,9892.45,0,13,112508.5,52052.65
T020749,2025-07-05,P0093,Fashion,12317.38,6.51,12603.27,0,19,234030.22,112445.04
T009297,2025-07-05,P0142,Home & Kitchen,19007.67,5.8,19681.45,0,20,380153.4,142413.6
T072857,2025-07-05,P0310,Home & Kitchen,15988.44,3.67,18069.87,0,18,287791.92,119635.38
T011327,2025-07-05,P0393,Home & Kitchen,12886.5,6.68,14566.56,0,12,154638.0,25208.52
T056764,2025-07-05,P0136,Home & Kitchen,12438.41,1.07,11364.25,0,9,111945.69,31549.5
T052707,2025-07-05,P0465,Sports,8242.32,3.56,9080.62,0,8,65938.56,24878.88
T030137,2025-07-05,P0150,Home & Kitchen,1417.36,24.14,1976.63,1,10,14173.6,814.0
T021557,2025-07-05,P0248,Sports,13071.39,0.17,12889.15,0,15,196070.85,68898.0
T052651,2025-07-05,P0036,Fashion,8339.81,1.45,8177.79,0,1,8339.81,2219.47
T059401,2025-07-05,P0229,Sports,16039.84,0.3,15598.88,0,12,192478.08,49674.96
T016402,2025-07-05,P0020,Home & Kitchen,10625.55,6.42,12455.36,0,15,159383.25,24717.15
T042062,2025-07-05,P0209,Electronics,12586.43,6.18,14273.4,0,18,226555.74,40013.1
T084932,2025-07-05,P0172,Electronics,15887.48,2.98,16209.36,0,21,333637.08,92345.82
T026647,2025-07-05,P0312,Electronics,2898.04,2.34,3076.16,0,5,14490.2,5307.1
T096403,2025-07-05,P0446,Sports,975.83,24.13,1251.39,1,2,1951.66,663.82
T099266,2025-07-05,P0019,Home & Kitchen,10872.95,5.78,12473.17,0,16,173967.2,73235.2
T001124,2025-07-05,P0072,Electronics,13346.82,23.47,19141.84,1,38,507179.16,71081.28
T011443,2025-07-05,P0361,Home & Kitchen,22377.09,1.4,23834.51,0,22,492295.98,234808.2
T007087,2025-07-05,P0134,Home & Kitchen,9254.84,6.57,10015.34,0,12,111058.08,31866.48
T035572,2025-07-05,P0339,Beauty,14255.35,7.74,14245.76,0,22,313617.7,101922.04
T069163,2025-07-05,P0187,Fashion,2328.44,22.66,3026.49,1,15,34926.6,9307.2
T060838,2025-07-05,P0052,Fashion,19206.19,18.63,25220.58,1,42,806659.98,322990.5
T005653,2025-07-05,P0306,Sports,7166.46,21.57,8763.17,1,14,100330.44,9803.92
T013728,2025-07-05,P0401,Electronics,13514.05,7.99,13811.64,0,23,310823.15,93104.0
T030268,2025-07-05,P0395,Home & Kitchen,11207.01,5.57,11089.56,0,22,246554.22,81240.28
T048947,2025-07-05,P0463,Fashion,5532.64,10.65,5994.01,1,10,55326.4,8703.1
T011429,2025-07-05,P0100,Electronics,9430.88,16.66,10872.95,1,26,245202.88,43557.02
T083668,2025-07-05,P0262,Sports,4037.41,7.69,4297.17,0,8,32299.28,11822.08
T073312,2025-07-05,P0285,Beauty,11209.51,6.83,12881.85,0,13,145723.63,69793.1
T034170,2025-07-05,P0029,Beauty,10704.45,5.29,11834.02,0,9,96340.05,21700.8
T022225,2025-07-05,P0265,Sports,11136.27,4.52,10977.51,0,9,100226.43,38574.81
T009618,2025-07-05,P0459,Electronics,14861.03,7.27,15278.79,0,12,178332.36,65781.96
T075854,2025-07-05,P0179,Sports,18214.16,4.69,19384.15,0,20,364283.2,146811.8
T092722,2025-07-05,P0111,Home & Kitchen,11647.99,3.19,12900.77,0,13,151423.87,75548.59
T096846,2025-07-05,P0486,Sports,6954.81,7.83,6973.96,0,7,48683.67,19483.8
T082580,2025-07-05,P0267,Fashion,6003.83,6.91,5917.74,0,7,42026.81,9075.43
T012246,2025-07-05,P0169,Electronics,2140.92,3.38,2349.91,0,3,6422.76,1680.45
T013780,2025-07-05,P0400,Fashion,13701.55,6.12,15378.36,0,16,219224.8,97367.84
T009818,2025-07-05,P0005,Electronics,12622.32,1.5,12277.91,0,13,164090.16,33847.58
T080076,2025-07-05,P0471,Electronics,11564.43,7.71,11289.85,0,8,92515.44,35882.24
T088093,2025-07-05,P0251,Home & Kitchen,21293.12,5.51,21964.13,0,21,447155.52,204660.33
T018966,2025-07-05,P0334,Electronics,1845.06,3.59,2056.3,0,5,9225.3,2392.2
T035766,2025-07-05,P0032,Electronics,17469.11,5.18,19817.55,0,22,384320.42,167925.34
T047170,2025-07-05,P0474,Sports,10038.78,4.79,9625.36,0,19,190736.82,40069.86
T050453,2025-07-05,P0363,Beauty,14639.93,7.45,14977.22,1,23,336718.39,153024.06
T040059,2025-07-05,P0221,Fashion,4151.28,20.22,5462.59,1,9,37361.52,8057.61
