product_id,date,opening_inventory,units_sold_estimate,closing_inventory,reorder_point,inventory_status
P0264,2025-04-01,758,308,467,152,Normal
P0264,2025-05-01,719,255,686,144,High
P0264,2025-06-01,686,218,594,137,High
P0264,2025-07-01,709,259,740,142,High
P0264,2025-08-01,1057,637,782,211,Normal
P0264,2025-09-01,853,283,666,171,High
P0264,2025-10-01,192,51,247,38,High
P0264,2025-11-01,569,229,340,114,Normal
P0264,2025-12-01,1346,869,491,269,Normal
P0265,2025-01-01,1032,418,924,206,High
P0265,2025-02-01,655,193,648,131,High
P0265,2025-03-01,1303,495,830,261,Normal
P0265,2025-04-01,714,265,705,143,High
P0265,2025-05-01,394,144,705,79,High
P0265,2025-06-01,192,112,261,38,High
P0265,2025-07-01,768,305,550,154,Normal
P0265,2025-08-01,1205,360,973,241,High
P0265,2025-09-01,252,115,187,50,Normal
P0265,2025-10-01,1435,723,1182,287,High
P0265,2025-11-01,948,489,858,190,High
P0265,2025-12-01,745,414,824,149,High
P0266,2025-01-01,463,134,514,93,High
P0266,2025-02-01,1367,557,1276,273,High
P0266,2025-03-01,943,523,429,189,Normal
P0266,2025-04-01,1432,738,1146,286,High
P0266,2025-05-01,676,179,701,135,High
P0266,2025-06-01,1307,465,1267,261,High
P0266,2025-07-01,1129,682,717,226,Normal
P0266,2025-08-01,787,449,822,157,High
P0266,2025-09-01,1189,337,1286,238,High
P0266,2025-10-01,588,305,781,118,High
P0266,2025-11-01,1487,752,1032,297,Normal
P0266,2025-12-01,1319,423,1363,264,High
P0267,2025-01-01,534,169,790,107,High
P0267,2025-02-01,189,96,247,38,High
P0267,2025-03-01,664,276,425,133,Normal
P0267,2025-04-01,946,260,1184,189,High
P0267,2025-05-01,204,102,434,41,High
P0267,2025-06-01,1180,495,792,236,Normal
P0267,2025-07-01,727,249,564,145,High
P0267,2025-08-01,735,376,816,147,High
P0267,2025-09-01,1125,388,1028,225,High
P0267,2025-10-01,344,118,400,69,High
P0267,2025-11-01,272,128,216,54,High
P0267,2025-12-01,625,351,502,125,High
P0268,2025-01-01,858,268,905,172,High
P0268,2025-02-01,1232,466,861,246,Normal
P0268,2025-03-01,256,108,158,51,Normal
P0268,2025-04-01,346,187,344,69,High
P0268,2025-05-01,505,304,272,101,Normal
P0268,2025-06-01,307,97,704,61,High
P0268,2025-07-01,1428,423,1048,286,Normal
P0268,2025-08-01,1288,332,1066,258,High
P0268,2025-09-01,798,398,772,160,High
P0268,2025-10-01,1496,544,1136,299,High
P0268,2025-11-01,1457,495,1356,291,High
P0268,2025-12-01,465,207,655,93,High
P0269,2025-01-01,836,523,670,167,High
P0269,2025-02-01,634,354,628,127,High
P0269,2025-03-01,522,328,201,104,Normal
P0269,2025-04-01,1085,467,730,217,Normal
P0269,2025-05-01,678,247,571,136,High
P0269,2025-06-01,1101,392,1098,220,High
P0269,2025-07-01,926,382,581,185,Normal
P0269,2025-08-01,1426,920,780,285,Normal
P0269,2025-09-01,384,119,469,77,High
P0269,2025-10-01,728,347,864,146,High
P0269,2025-11-01,973,377,652,195,Normal
P0269,2025-12-01,325,135,550,65,High
P0270,2025-01-01,931,421,536,186,Normal
P0270,2025-02-01,1305,569,815,261,Normal
P0270,2025-03-01,1296,412,1119,259,High
P0270,2025-04-01,1248,573,900,250,Normal
P0270,2025-05-01,1237,631,761,247,Normal
P0270,2025-06-01,1353,807,621,271,Normal
P0270,2025-07-01,772,280,848,154,High
P0270,2025-08-01,790,446,393,158,Normal
P0270,2025-09-01,796,493,552,159,Normal
P0270,2025-10-01,309,178,378,62,High
P0270,2025-11-01,375,138,545,75,High
P0270,2025-12-01,627,216,892,125,High
P0271,2025-01-01,534,242,566,107,High
P0271,2025-02-01,606,240,548,121,High
P0271,2025-03-01,329,198,616,66,High
P0271,2025-04-01,546,283,539,109,High
P0271,2025-05-01,1245,758,966,249,High
P0271,2025-06-01,348,106,632,70,High
P0271,2025-07-01,720,239,864,144,High
P0271,2025-08-01,560,291,538,112,High
P0271,2025-09-01,772,384,799,154,High
P0271,2025-10-01,244,155,562,49,High
P0271,2025-11-01,354,219,179,71,Normal
P0271,2025-12-01,762,460,369,152,Normal
P0272,2025-01-01,648,409,638,130,High
P0272,2025-02-01,709,362,377,142,Normal
P0272,2025-03-01,1040,411,817,208,High
P0272,2025-04-01,480,282,236,96,Normal
P0272,2025-05-01,1383,385,1333,277,High
P0272,2025-06-01,1012,290,1083,202,High
P0272,2025-07-01,805,480,671,161,High
P0272,2025-08-01,1183,522,1132,237,High
P0272,2025-09-01,793,421,498,159,Normal
P0272,2025-10-01,449,253,594,90,High
P0272,2025-11-01,315,108,401,63,High
P0272,2025-12-01,1444,449,1259,289,High
P0273,2025-01-01,1445,565,1200,289,High
P0273,2025-02-01,284,100,356,57,High
P0273,2025-03-01,776,263,733,155,High
P0273,2025-04-01,857,409,834,171,High
P0273,2025-05-01,1310,677,745,262,Normal
P0273,2025-06-01,725,334,552,145,High
P0273,2025-07-01,1120,393,1149,224,High
P0273,2025-08-01,496,224,550,99,High
P0273,2025-09-01,1049,592,863,210,High
P0273,2025-10-01,1369,399,1064,274,High
P0273,2025-11-01,1049,565,714,210,Normal
P0273,2025-12-01,849,501,764,170,High
P0274,2025-01-01,669,167,819,134,High
P0274,2025-02-01,431,187,554,86,High
P0274,2025-03-01,759,265,935,152,High
P0274,2025-04-01,1218,537,1002,244,High
P0274,2025-05-01,1143,451,830,229,Normal
P0274,2025-06-01,644,353,550,129,High
P0274,2025-07-01,330,160,652,66,High
P0274,2025-08-01,1210,527,1149,242,High
P0274,2025-09-01,705,418,596,141,High
P0274,2025-10-01,687,286,883,137,High
P0274,2025-11-01,324,209,596,65,High
P0274,2025-12-01,782,506,563,156,Normal
P0275,2025-01-01,258,106,628,52,High
P0275,2025-02-01,659,368,732,132,High
P0275,2025-03-01,689,381,663,138,High
P0275,2025-04-01,1092,522,656,218,Normal
P0275,2025-05-01,584,182,830,117,High
P0275,2025-06-01,521,199,461,104,High
P0275,2025-07-01,1441,821,869,288,Normal
P0275,2025-08-01,560,191,391,112,Normal
P0275,2025-09-01,1145,699,553,229,Normal
P0275,2025-10-01,840,478,557,168,Normal
P0275,2025-11-01,1212,453,992,242,High
P0275,2025-12-01,229,123,243,46,High
P0276,2025-01-01,916,557,773,183,High
P0276,2025-02-01,420,208,479,84,High
P0276,2025-03-01,218,80,618,44,High
P0276,2025-04-01,752,380,771,150,High
P0276,2025-05-01,517,269,512,103,High
P0276,2025-06-01,1103,406,845,221,High
P0276,2025-07-01,1458,485,1261,292,High
P0276,2025-08-01,914,235,903,183,High
P0276,2025-09-01,153,42,208,31,High
P0276,2025-10-01,478,163,697,96,High
P0276,2025-11-01,463,298,448,93,High
P0276,2025-12-01,1364,503,1196,273,High
P0277,2025-01-01,1246,432,996,249,High
P0277,2025-02-01,1444,842,1029,289,Normal
P0277,2025-03-01,185,90,371,37,High
P0277,2025-04-01,919,325,736,184,High
P0277,2025-05-01,1142,483,945,228,High
P0277,2025-06-01,1333,533,1134,267,High
P0277,2025-07-01,489,167,620,98,High
P0277,2025-08-01,651,198,802,130,High
P0277,2025-09-01,1364,525,999,273,Normal
P0277,2025-10-01,1288,362,1082,258,High
P0277,2025-11-01,1278,550,936,256,Normal
P0277,2025-12-01,1354,485,1271,271,High
P0278,2025-01-01,762,343,770,152,High
P0278,2025-02-01,1446,490,1280,289,High
P0278,2025-03-01,817,393,802,163,High
P0278,2025-04-01,369,183,251,74,Normal
P0278,2025-05-01,950,330,1035,190,High
P0278,2025-06-01,731,270,645,146,High
P0278,2025-07-01,581,194,792,116,High
P0278,2025-08-01,1365,859,631,273,Normal
P0278,2025-09-01,1036,510,696,207,Normal
P0278,2025-10-01,960,536,466,192,Normal
P0278,2025-11-01,1253,481,965,251,High
P0278,2025-12-01,687,303,617,137,High
P0279,2025-01-01,980,307,1050,196,High
P0279,2025-02-01,814,364,558,163,Normal
P0279,2025-03-01,659,334,446,132,Normal
P0279,2025-04-01,307,154,544,61,High
P0279,2025-05-01,555,318,382,111,Normal
P0279,2025-06-01,1339,657,1116,268,High
P0279,2025-07-01,171,61,583,34,High
P0279,2025-08-01,1003,416,1085,201,High
P0279,2025-09-01,562,244,580,112,High
P0279,2025-10-01,1356,880,579,271,Normal
P0279,2025-11-01,229,84,198,46,High
P0279,2025-12-01,1173,305,977,235,High
P0280,2025-01-01,805,359,937,161,High
P0280,2025-02-01,1037,628,644,207,Normal
P0280,2025-03-01,838,533,715,168,High
P0280,2025-04-01,1418,907,631,284,Normal
P0280,2025-05-01,672,436,338,134,Normal
P0280,2025-06-01,968,418,663,194,Normal
P0280,2025-07-01,973,319,1001,195,High
P0280,2025-08-01,1199,539,1150,240,High
P0280,2025-09-01,840,330,714,168,High
P0280,2025-10-01,447,266,631,89,High
P0280,2025-11-01,801,281,690,160,High
P0280,2025-12-01,174,87,571,35,High
P0281,2025-01-01,507,185,536,101,High
P0281,2025-02-01,912,316,980,182,High
P0281,2025-03-01,693,327,441,139,Normal
P0281,2025-04-01,295,151,157,59,Normal
P0281,2025-05-01,169,61,525,34,High
P0281,2025-06-01,195,92,133,39,Normal
P0281,2025-07-01,1091,283,918,218,High
P0281,2025-08-01,866,409,780,173,High
P0281,2025-09-01,746,301,595,149,High
P0281,2025-10-01,322,140,553,64,High
P0281,2025-11-01,1199,396,1233,240,High
P0281,2025-12-01,841,501,457,168,Normal
P0282,2025-01-01,541,208,424,108,High
P0282,2025-02-01,1410,437,1468,282,High
P0282,2025-03-01,1115,644,937,223,High
P0282,2025-04-01,318,128,320,64,High
P0282,2025-05-01,1246,633,827,249,Normal
P0282,2025-06-01,831,448,867,166,High
P0282,2025-07-01,745,437,642,149,High
P0282,2025-08-01,1106,401,1155,221,High
P0282,2025-09-01,1079,357,1164,216,High
P0282,2025-10-01,669,433,581,134,High
P0282,2025-11-01,743,217,565,149,High
P0282,2025-12-01,427,154,669,85,High
P0283,2025-01-01,244,130,587,49,High
P0283,2025-02-01,1415,858,981,283,Normal
P0283,2025-03-01,281,158,343,56,High
P0283,2025-04-01,284,103,598,57,High
P0283,2025-05-01,249,81,485,50,High
P0283,2025-06-01,318,129,688,64,High
P0283,2025-07-01,614,226,768,123,High
P0283,2025-08-01,981,321,919,196,High
P0283,2025-09-01,716,364,474,143,Normal
P0283,2025-10-01,692,388,647,138,High
P0283,2025-11-01,356,203,462,71,High
P0283,2025-12-01,984,314,984,197,High
P0284,2025-01-01,963,459,685,193,Normal
P0284,2025-02-01,619,276,501,124,High
P0284,2025-03-01,901,391,642,180,Normal
P0284,2025-04-01,969,525,886,194,High
P0284,2025-05-01,1476,500,986,295,Normal
P0284,2025-06-01,395,212,316,79,High
P0284,2025-07-01,199,72,385,40,High
P0284,2025-08-01,947,484,796,189,High
P0284,2025-09-01,225,146,89,45,Normal
P0284,2025-10-01,1408,444,1131,282,High
P0284,2025-11-01,1032,356,1141,206,High
P0284,2025-12-01,578,373,219,116,Normal
P0285,2025-01-01,1035,424,690,207,Normal
P0285,2025-02-01,770,343,516,154,Normal
P0285,2025-03-01,1045,657,476,209,Normal
P0285,2025-04-01,384,178,567,77,High
P0285,2025-05-01,1220,391,1053,244,High
P0285,2025-06-01,289,175,491,58,High
P0285,2025-07-01,921,524,837,184,High
P0285,2025-08-01,262,135,200,52,High
P0285,2025-09-01,1023,299,835,205,High
P0285,2025-10-01,1199,516,797,240,Normal
P0285,2025-11-01,838,270,603,168,Normal
P0285,2025-12-01,703,283,597,141,High
P0286,2025-01-01,957,263,1111,191,High
P0286,2025-02-01,776,201,1038,155,High
P0286,2025-03-01,1216,488,753,243,Normal
P0286,2025-04-01,1020,505,971,204,High
P0286,2025-05-01,824,335,511,165,Normal
P0286,2025-06-01,519,256,341,104,Normal
P0286,2025-07-01,1361,575,866,272,Normal
P0286,2025-08-01,322,86,643,64,High
P0286,2025-09-01,273,78,419,55,High
P0286,2025-10-01,660,203,705,132,High
P0286,2025-11-01,1394,529,916,279,Normal
P0286,2025-12-01,385,168,232,77,Normal
P0287,2025-01-01,368,210,245,74,Normal
P0287,2025-02-01,486,230,679,97,High
P0287,2025-03-01,1255,742,563,251,Normal
P0287,2025-04-01,1171,758,863,234,Normal
P0287,2025-05-01,328,163,260,66,High
P0287,2025-06-01,200,127,396,40,High
P0287,2025-07-01,318,155,490,64,High
P0287,2025-08-01,251,143,186,50,Normal
P0287,2025-09-01,496,281,477,99,High
P0287,2025-10-01,1114,573,767,223,Normal
P0287,2025-11-01,1413,916,528,283,Normal
P0287,2025-12-01,1008,432,1002,202,High
P0288,2025-01-01,1161,436,1173,232,High
P0288,2025-02-01,837,412,727,167,High
P0288,2025-03-01,913,368,786,183,High
P0288,2025-04-01,567,212,781,113,High
P0288,2025-05-01,622,287,555,124,High
P0288,2025-06-01,1329,708,637,266,Normal
P0288,2025-07-01,1214,613,732,243,Normal
P0288,2025-08-01,940,468,581,188,Normal
P0288,2025-09-01,1170,379,1005,234,High
P0288,2025-10-01,1096,575,666,219,Normal
P0288,2025-11-01,521,193,393,104,High
P0288,2025-12-01,1177,501,1125,235,High
P0289,2025-01-01,1123,423,1056,225,High
P0289,2025-02-01,335,102,599,67,High
P0289,2025-03-01,1423,381,1080,285,High
P0289,2025-04-01,313,118,244,63,High
P0289,2025-05-01,1256,793,470,251,Normal
P0289,2025-06-01,444,250,670,89,High
P0289,2025-07-01,157,68,382,31,High
P0289,2025-08-01,716,451,539,143,High
P0289,2025-09-01,1268,803,594,254,Normal
P0289,2025-10-01,349,104,320,70,High
P0289,2025-11-01,502,324,463,100,High
P0289,2025-12-01,186,60,272,37,High
P0290,2025-01-01,273,128,582,55,High
P0290,2025-02-01,665,298,378,133,Normal
P0290,2025-03-01,426,153,636,85,High
P0290,2025-04-01,1458,600,916,292,Normal
P0290,2025-05-01,1207,383,1103,241,High
P0290,2025-06-01,1156,724,899,231,High
P0290,2025-07-01,561,337,418,112,Normal
P0290,2025-08-01,1348,720,646,270,Normal
P0290,2025-09-01,307,186,483,61,High
P0290,2025-10-01,547,334,710,109,High
P0290,2025-11-01,1478,474,1476,296,High
P0290,2025-12-01,512,162,700,102,High
P0291,2025-01-01,1354,443,1222,271,High
P0291,2025-02-01,374,158,326,75,High
P0291,2025-03-01,835,229,722,167,High
P0291,2025-04-01,937,296,1034,187,High
P0291,2025-05-01,231,90,426,46,High
P0291,2025-06-01,902,275,914,180,High
P0291,2025-07-01,513,182,366,103,Normal
P0291,2025-08-01,1229,416,996,246,High
P0291,2025-09-01,1111,392,764,222,Normal
P0291,2025-10-01,636,243,890,127,High
P0291,2025-11-01,406,215,400,81,High
P0291,2025-12-01,578,350,287,116,Normal
P0292,2025-01-01,696,414,553,139,High
P0292,2025-02-01,193,119,174,39,High
P0292,2025-03-01,1024,605,568,205,Normal
P0292,2025-04-01,919,506,835,184,High
P0292,2025-05-01,845,355,644,169,High
P0292,2025-06-01,476,181,436,95,High
P0292,2025-07-01,885,236,765,177,High
P0292,2025-08-01,666,399,423,133,Normal
P0292,2025-09-01,1269,744,815,254,Normal
P0292,2025-10-01,793,309,981,159,High
P0292,2025-11-01,1030,438,1000,206,High
P0292,2025-12-01,1186,765,813,237,Normal
P0293,2025-01-01,669,193,501,134,Normal
P0293,2025-02-01,721,192,813,144,High
P0293,2025-03-01,1175,643,928,235,High
P0293,2025-04-01,756,266,772,151,High
P0293,2025-05-01,995,318,870,199,High
P0293,2025-06-01,1458,454,1310,292,High
P0293,2025-07-01,444,165,378,89,High
P0293,2025-08-01,845,259,1034,169,High
P0293,2025-09-01,1342,489,960,268,Normal
P0293,2025-10-01,1457,764,909,291,Normal
P0293,2025-11-01,426,242,406,85,High
P0293,2025-12-01,1013,636,550,203,Normal
P0294,2025-01-01,1287,752,907,257,Normal
P0294,2025-02-01,686,270,593,137,High
P0294,2025-03-01,807,320,590,161,Normal
P0294,2025-04-01,912,384,614,182,Normal
P0294,2025-05-01,169,56,488,34,High
P0294,2025-06-01,1216,470,992,243,High
P0294,2025-07-01,1190,589,819,238,Normal
P0294,2025-08-01,1181,322,1294,236,High
P0294,2025-09-01,1114,298,900,223,High
P0294,2025-10-01,1116,449,783,223,Normal
P0294,2025-11-01,443,226,239,89,Normal
P0294,2025-12-01,1301,636,968,260,Normal
P0295,2025-01-01,1402,690,1199,280,High
P0295,2025-02-01,420,192,377,84,High
P0295,2025-03-01,757,276,507,151,Normal
P0295,2025-04-01,717,414,790,143,High
P0295,2025-05-01,990,329,997,198,High
P0295,2025-06-01,1434,924,941,287,Normal
P0295,2025-07-01,809,258,689,162,High
P0295,2025-08-01,1476,655,1043,295,Normal
P0295,2025-09-01,1103,684,819,221,Normal
P0295,2025-10-01,556,336,476,111,High
P0295,2025-11-01,513,278,532,103,High
P0295,2025-12-01,1227,636,1020,245,High
P0296,2025-01-01,688,344,441,138,Normal
P0296,2025-02-01,916,243,1070,183,High
P0296,2025-03-01,1150,537,709,230,Normal
P0296,2025-04-01,318,140,340,64,High
P0296,2025-05-01,465,280,336,93,Normal
P0296,2025-06-01,363,205,418,73,High
P0296,2025-07-01,1491,673,967,298,Normal
P0296,2025-08-01,556,225,530,111,High
P0296,2025-09-01,1061,347,954,212,High
P0296,2025-10-01,1201,493,1120,240,High
P0296,2025-11-01,612,182,823,122,High
P0296,2025-12-01,598,365,436,120,Normal
P0297,2025-01-01,367,237,394,73,High
P0297,2025-02-01,454,156,311,91,Normal
P0297,2025-03-01,310,199,478,62,High
P0297,2025-04-01,1245,369,1284,249,High
P0297,2025-05-01,338,156,199,68,Normal
P0297,2025-06-01,1117,552,862,223,High
P0297,2025-07-01,1360,476,1018,272,Normal
P0297,2025-08-01,488,317,343,98,Normal
P0297,2025-09-01,1008,652,591,202,Normal
P0297,2025-10-01,577,365,508,115,High
P0297,2025-11-01,1136,588,600,227,Normal
P0297,2025-12-01,1034,387,784,207,High
P0298,2025-01-01,477,132,833,95,High
P0298,2025-02-01,512,178,708,102,High
P0298,2025-03-01,791,421,421,158,Normal
P0298,2025-04-01,581,270,723,116,High
P0298,2025-05-01,433,187,437,87,High
P0298,2025-06-01,846,493,729,169,High
P0298,2025-07-01,602,188,765,120,High
P0298,2025-08-01,244,124,521,49,High
P0298,2025-09-01,425,192,565,85,High
P0298,2025-10-01,366,185,562,73,High
P0298,2025-11-01,961,318,646,192,Normal
P0298,2025-12-01,1178,736,457,236,Normal
P0299,2025-01-01,1093,358,860,219,High
P0299,2025-02-01,1252,715,886,250,Normal
P0299,2025-03-01,1029,352,1010,206,High
P0299,2025-04-01,1348,531,1005,270,Normal
P0299,2025-05-01,862,253,722,172,High
P0299,2025-06-01,775,478,674,155,High
P0299,2025-07-01,1498,492,1378,300,High
P0299,2025-08-01,354,134,351,71,High
P0299,2025-09-01,381,145,378,76,High
P0299,2025-10-01,690,320,810,138,High
P0299,2025-11-01,733,219,708,147,High
P0299,2025-12-01,847,393,606,169,Normal
P0300,2025-01-01,437,153,317,87,Normal
P0300,2025-02-01,1298,512,1108,260,High
P0300,2025-03-01,627,186,764,125,High
P0300,2025-04-01,481,176,573,96,High
P0300,2025-05-01,751,397,587,150,High
P0300,2025-06-01,163,97,320,33,High
P0300,2025-07-01,655,293,667,131,High
P0300,2025-08-01,1161,642,725,232,Normal
P0300,2025-09-01,422,273,445,84,High
P0300,2025-10-01,501,156,396,100,High
P0300,2025-11-01,1018,518,694,204,Normal
P0300,2025-12-01,559,184,800,112,High
P0301,2025-01-01,1409,542,1176,282,High
P0301,2025-02-01,968,629,433,194,Normal
P0301,2025-03-01,858,493,740,172,High
P0301,2025-04-01,427,181,600,85,High
P0301,2025-05-01,853,367,530,171,Normal
P0301,2025-06-01,971,385,882,194,High
P0301,2025-07-01,1327,522,1251,265,High
P0301,2025-08-01,1044,329,871,209,High
P0301,2025-09-01,1286,760,674,257,Normal
P0301,2025-10-01,964,324,756,193,High
P0301,2025-11-01,559,249,706,112,High
P0301,2025-12-01,568,259,425,114,Normal
P0302,2025-01-01,1384,612,1029,277,Normal
P0302,2025-02-01,510,204,507,102,High
P0302,2025-03-01,1133,445,900,227,High
P0302,2025-04-01,302,144,257,60,High
P0302,2025-05-01,716,300,467,143,Normal
P0302,2025-06-01,1453,619,1310,291,High
P0302,2025-07-01,1234,488,1020,247,High
P0302,2025-08-01,267,128,446,53,High
P0302,2025-09-01,1439,455,1255,288,High
P0302,2025-10-01,1167,414,767,233,Normal
P0302,2025-11-01,955,339,710,191,Normal
P0302,2025-12-01,1318,706,1064,264,High
P0303,2025-01-01,703,275,777,141,High
P0303,2025-02-01,1455,604,1002,291,Normal
P0303,2025-03-01,1368,658,1089,274,High
P0303,2025-04-01,705,406,773,141,High
P0303,2025-05-01,1482,372,1189,296,High
P0303,2025-06-01,889,514,816,178,High
P0303,2025-07-01,1151,580,615,230,Normal
P0303,2025-08-01,355,148,473,71,High
P0303,2025-09-01,230,92,409,46,High
P0303,2025-10-01,532,282,689,106,High
P0303,2025-11-01,502,129,459,100,High
P0303,2025-12-01,835,410,917,167,High
P0304,2025-01-01,354,173,310,71,High
P0304,2025-02-01,445,121,639,89,High
P0304,2025-03-01,1409,818,887,282,Normal
P0304,2025-04-01,1407,506,1100,281,High
P0304,2025-05-01,1335,745,953,267,Normal
P0304,2025-06-01,498,308,217,100,Normal
P0304,2025-07-01,1108,695,663,222,Normal
P0304,2025-08-01,972,315,665,194,Normal
P0304,2025-09-01,846,257,1047,169,High
P0304,2025-10-01,734,431,552,147,High
P0304,2025-11-01,295,126,365,59,High
P0304,2025-12-01,1091,603,973,218,High
P0305,2025-01-01,1305,680,1070,261,High
P0305,2025-02-01,1040,385,1022,208,High
P0305,2025-03-01,898,353,584,180,Normal
P0305,2025-04-01,832,452,438,166,Normal
P0305,2025-05-01,1092,623,708,218,Normal
P0305,2025-06-01,1132,651,894,226,High
P0305,2025-07-01,235,111,398,47,High
P0305,2025-08-01,360,145,713,72,High
P0305,2025-09-01,1239,608,1073,248,High
P0305,2025-10-01,538,283,724,108,High
P0305,2025-11-01,1328,701,803,266,Normal
P0305,2025-12-01,553,320,317,111,Normal
P0306,2025-01-01,1210,649,566,242,Normal
P0306,2025-02-01,198,72,379,40,High
P0306,2025-03-01,838,243,1058,168,High
P0306,2025-04-01,246,129,584,49,High
P0306,2025-05-01,1163,450,784,233,Normal
P0306,2025-06-01,1371,827,789,274,Normal
P0306,2025-07-01,1012,442,659,202,Normal
P0306,2025-08-01,1499,448,1487,300,High
P0306,2025-09-01,439,176,414,88,High
P0306,2025-10-01,304,88,471,61,High
P0306,2025-11-01,1262,406,1097,252,High
P0306,2025-12-01,507,133,535,101,High
P0307,2025-01-01,1123,317,850,225,High
P0307,2025-02-01,937,339,775,187,High
P0307,2025-03-01,547,244,770,109,High
P0307,2025-04-01,1143,576,882,229,High
P0307,2025-05-01,1327,699,980,265,Normal
P0307,2025-06-01,652,237,550,130,High
P0307,2025-07-01,345,156,668,69,High
P0307,2025-08-01,349,133,448,70,High
P0307,2025-09-01,1193,631,837,239,Normal
P0307,2025-10-01,357,178,561,71,High
P0307,2025-11-01,1208,338,1192,242,High
P0307,2025-12-01,709,329,791,142,High
P0308,2025-01-01,744,392,555,149,Normal
P0308,2025-02-01,548,176,413,110,High
P0308,2025-03-01,1358,430,1319,272,High
P0308,2025-04-01,1160,754,643,232,Normal
P0308,2025-05-01,998,436,717,200,Normal
P0308,2025-06-01,297,104,490,59,High
P0308,2025-07-01,521,214,638,104,High
P0308,2025-08-01,679,347,649,136,High
P0308,2025-09-01,405,187,574,81,High
P0308,2025-10-01,356,93,569,71,High
P0308,2025-11-01,1047,468,643,209,Normal
P0308,2025-12-01,614,392,257,123,Normal
P0309,2025-01-01,628,184,822,126,High
P0309,2025-02-01,1239,448,932,248,High
P0309,2025-03-01,878,225,944,176,High
P0309,2025-04-01,1078,315,1087,216,High
P0309,2025-05-01,225,74,333,45,High
P0309,2025-06-01,424,203,493,85,High
P0309,2025-07-01,1417,650,1111,283,High
P0309,2025-08-01,155,75,127,31,High
P0309,2025-09-01,295,130,623,59,High
P0309,2025-10-01,402,251,510,80,High
P0309,2025-11-01,1170,564,623,234,Normal
P0309,2025-12-01,378,157,631,76,High
P0310,2025-01-01,1498,813,701,300,Normal
P0310,2025-02-01,223,144,403,45,High
P0310,2025-03-01,171,66,535,34,High
P0310,2025-04-01,754,479,705,151,High
P0310,2025-05-01,165,83,536,33,High
P0310,2025-06-01,241,137,519,48,High
P0310,2025-07-01,983,514,673,197,Normal
P0310,2025-08-01,946,588,388,189,Normal
P0310,2025-09-01,1398,697,1023,280,Normal
P0310,2025-10-01,1270,661,1084,254,High
P0310,2025-11-01,301,114,201,60,Normal
P0310,2025-12-01,740,404,629,148,High
P0311,2025-01-01,1278,793,564,256,Normal
P0311,2025-02-01,1404,785,982,281,Normal
P0311,2025-03-01,1127,549,947,225,High
P0311,2025-04-01,1344,521,828,269,Normal
P0311,2025-05-01,389,226,564,78,High
P0311,2025-06-01,922,235,1002,184,High
P0311,2025-07-01,770,305,565,154,Normal
P0311,2025-08-01,876,254,889,175,High
P0311,2025-09-01,789,225,901,158,High
P0311,2025-10-01,251,94,279,50,High
P0311,2025-11-01,475,225,523,95,High
P0311,2025-12-01,191,115,358,38,High
P0312,2025-01-01,1340,783,793,268,Normal
P0312,2025-02-01,360,119,594,72,High
P0312,2025-03-01,723,292,457,145,Normal
P0312,2025-04-01,553,228,693,111,High
P0312,2025-05-01,295,102,295,59,High
P0312,2025-06-01,1391,827,1040,278,Normal
P0312,2025-07-01,455,190,552,91,High
P0312,2025-08-01,1429,574,1122,286,High
P0312,2025-09-01,789,202,651,158,High
P0312,2025-10-01,476,124,705,95,High
P0312,2025-11-01,472,262,418,94,High
P0312,2025-12-01,1042,647,458,208,Normal
P0313,2025-01-01,685,233,505,137,Normal
P0313,2025-02-01,403,170,474,81,High
P0313,2025-03-01,1369,707,1111,274,High
P0313,2025-04-01,402,208,357,80,High
P0313,2025-05-01,507,284,447,101,High
P0313,2025-06-01,465,222,366,93,High
P0313,2025-07-01,946,458,729,189,High
P0313,2025-08-01,1117,623,792,223,Normal
P0313,2025-09-01,482,283,414,96,High
P0313,2025-10-01,1266,470,906,253,Normal
P0313,2025-11-01,1086,333,1022,217,High
P0313,2025-12-01,534,277,541,107,High
P0314,2025-01-01,1301,385,1054,260,High
P0314,2025-02-01,266,140,603,53,High
P0314,2025-03-01,1390,421,1355,278,High
P0314,2025-04-01,1491,385,1345,298,High
P0314,2025-05-01,1102,576,543,220,Normal
P0314,2025-06-01,989,532,752,198,High
P0314,2025-07-01,1475,892,1020,295,Normal
P0314,2025-08-01,1367,399,1166,273,High
P0314,2025-09-01,670,203,531,134,High
P0314,2025-10-01,1407,400,1149,281,High
P0314,2025-11-01,1028,313,973,206,High
P0314,2025-12-01,704,182,536,141,High
P0315,2025-01-01,150,80,463,30,High
P0315,2025-02-01,290,114,480,58,High
P0315,2025-03-01,436,217,368,87,High
P0315,2025-04-01,168,50,125,34,Normal
P0315,2025-05-01,1185,597,747,237,Normal
P0315,2025-06-01,343,159,197,69,Normal
P0315,2025-07-01,541,194,519,108,High
P0315,2025-08-01,1103,627,612,221,Normal
P0315,2025-09-01,1322,690,900,264,Normal
P0315,2025-10-01,1191,630,594,238,Normal
P0315,2025-11-01,1206,560,993,241,High
P0315,2025-12-01,1467,783,749,293,Normal
P0316,2025-01-01,859,295,958,172,High
P0316,2025-02-01,1434,599,1100,287,High
P0316,2025-03-01,174,103,451,35,High
P0316,2025-04-01,946,310,711,189,High
P0316,2025-05-01,1076,331,1057,215,High
P0316,2025-06-01,613,155,902,123,High
P0316,2025-07-01,1417,640,881,283,Normal
P0316,2025-08-01,693,192,1000,139,High
